text_id	text	task_1	task_2	task_3
hasoc_en_5339	dont let americas favourite dad pour you a drink. rapist	HOF	OFFN	TIN
hasoc_en_5340	you made it worse with you trying to cover up how youd collude. what an idiot, you are! digging your own grave! how about not looking and giving it straight to authorities as stated in the constitution! trumpmustresign trumpisatraitor trumpcrimefamily trumpcolluded	NOT	NONE	NONE
hasoc_en_5341	no one believes a traitor. trumplies unfittobepresident putinspuppet trumpisatraitor trump calls the new york times treasonous for a story his own officials said was perfectly fine to print.	HOF	OFFN	TIN
hasoc_en_5342	will you please show the value of country pride. why bcci is showing lack of interest in this stupid issue raised by icc to bring focus on world cup 2019, which is lacking audience. can we boycott indo pak match??? dhonikesaathdesh dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5343	your orange bigoted asshole boss throws babies in cages at the border and then they die!!! fucktrump impeachtrumpnow	HOF	OFFN	TIN
hasoc_en_5344	read to the end douchebag i copied the quote for you. praised be!	HOF	PRFN	TIN
hasoc_en_5345	dont retweet this because trumps lies will be exposedtrump faked tariffs threat against mexico as usamexico agreement was reached months before fake mexican standoff fucktrump trumpvoters arresttrump dems dem rt trumplies liarinchief blotus	NOT	NONE	NONE
hasoc_en_5346	found a pretty good image of the trumptrain. feel free to share. besafeoutthere trumptrain trumpparty muellerandfriends 5angrydemocrats trumptrain2020 choochoo fucktrump	HOF	HATE	TIN
hasoc_en_5347	o man just wanted to tell you people that what is your acctual worth. why you people tries to do what you cant cant bear. you people started trends dhonikeepstheglove dhonikeeptheglove dhonikesaathdesh dhonigloves but at last indian bentdownitskeens	NOT	NONE	NONE
hasoc_en_5348	where are all liberals? liberals rapist	NOT	NONE	NONE
hasoc_en_5349	hitler had some sexy legs for a nazi douchebag overheard oolala paintmelikeoneofyourfrenchgirls nazi douchebag	HOF	PRFN	TIN
hasoc_en_5350	borisjohnson huge twat. would be a disaster in office. borisjohnsonshouldnotbepm borisjohnsontruthdodger	NOT	NONE	NONE
hasoc_en_5351	2000 crore scam , gullible muslim investors , cheated by mullahs , politicians in the name of halalabanking harambanking , cong leaders are seen with the accused imafraud imajewels imascam imajewelsscam imafraudcase	HOF	HATE	TIN
hasoc_en_5352	when the strike is called off eventually, i request the doctors to treat didis mental consition asap because she is clearly losing it. our mohalla clinic docs n handsome manish r ready to give all assiatance in this regard. doctorsfightback	HOF	HATE	TIN
hasoc_en_5353	too many punches to the head twatwaffle. goldenspuds dickhead	NOT	NONE	NONE
hasoc_en_5354	tyrants always try to destroy the freepress the only traitor and enemy of the people here is you. trumpistheenemyofthepeople trumpisatraitor	NOT	NONE	NONE
hasoc_en_5355	hope you are getting paid minimum wage for your twitter tripe. bye dickhead!	HOF	PRFN	TIN
hasoc_en_5356	hey!!!!!! who is investigating this???????? disgustinghumanbeing illegitimatepresident liarinchief rapist childmolester chesterthemolester incest	NOT	NONE	NONE
hasoc_en_5357	i got this stress reliever this evening. any time i read an ignorant ass tweet i just give ole trump a squeeze. it seems to really help. trumpism fucktrump votebluenomatterwho	HOF	PRFN	TIN
hasoc_en_5358	spent over 100m in 2 yrs. playing golf and promoting his resorts but he says nothing about 911 responders illnesses, the horrific number of deaths due to their trying to save so many lives! trump doesnt give af about anyone but himself! fucktrump fuckgop	HOF	HATE	TIN
hasoc_en_5359	prince of whales, is that aquaman? did you meet with aquaman?! illegitimateregime impeachtrumpnow trumpisatraitor dementeddonald trumpisatraitor fucktrump donthecon	HOF	OFFN	TIN
hasoc_en_5360	okay so everyone is ignoring the fact that ynw melly is only 20 years old and killed two people???? murderer	HOF	OFFN	TIN
hasoc_en_5361	this is dedicated too the douchebag stickboy down in the carolinas ,, keep stalking ,i love it youll bitch boy, cryinglikeabitch	HOF	PRFN	TIN
hasoc_en_5362	hey doug ford, you party pushing ass, i agree with mr sutherland, he must have been horrified to hear you compare yourself to his grandfather. embarassmentinpolitics douchebag	HOF	OFFN	TIN
hasoc_en_5363	also happy fathers day while we know you are a murderer as far as we know you never murdered a father. fathers happyfathersday2019 fatherhood dads ojsimpson oj la crime crimecon crimenews crimewatch	HOF	OFFN	TIN
hasoc_en_5364	what a cruel piece of human waste fucktrump and all who follow him impeachmenthearingsnow	NOT	NONE	NONE
hasoc_en_5365	these british south asian men got screwed by a trumpendorsed pyramid scheme resist resisttrump fucktrump	HOF	PRFN	TIN
hasoc_en_5366	when will you admit that you are a fraud and that you have no idea what youre doing? fucktrump notourpresident	HOF	PRFN	TIN
hasoc_en_5367	if you are nonbengali, your life is in danger! you may be killed by goon at any time! doctorsfightback bengalburning mannkibaat	HOF	HATE	TIN
hasoc_en_5368	c4leadershipdebate borisjohnsonshouldnotbepm if bj wins the channel 4 debate by not being there, then we can play this tune you says it best when you say nothing at all definitely pm material, not!	HOF	HATE	TIN
hasoc_en_5369	conspiracy to commit campaign crime. fucktrump	HOF	PRFN	TIN
hasoc_en_5370	a rapist and a murderer walk into a twitter bar ... the state of 2019 oj ojsimpson cosby billcosby murderer rapist oj_simpson wtf	HOF	HATE	TIN
hasoc_en_5371	we are waiting for 4yrs and your worst management, just destroying the world cup. we are crazy about cricket, england you? shameonicc	HOF	HATE	TIN
hasoc_en_5372	it seems that trump supporters dont understand how respect works. it is earned through action and intention, not through accomplishments. fucktrump allgodsarefalsegods	HOF	PRFN	TIN
hasoc_en_5373	focus on the management instead of keepers gloves shameonicc	HOF	HATE	TIN
hasoc_en_5374	so when do you trumpsters plan on burning all the books amp newspaper articles? this is how fascist dictator states start by calling the press traitors when they dont print favorable articles of a leader. but you dont read anyway so it would not matter to you. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5375	which sports grounds are these? shameonicc	HOF	HATE	TIN
hasoc_en_5376	and his evil spawn, dt,jr. were cooperating wan adversarial foreign government during the election, thats why they lied repeatedly about having nothing to do with anyone from russia. if they thought they did nothing wrong, they wouldnt need to lie! fucktrump	HOF	PRFN	TIN
hasoc_en_5377	but id bet hed try, publicly, to collect the bet on you! as if you hadnt paid him yet. a douchebag is always a douchebag, publicly and privately. of course his excuse will always be yet!. never mind you placed the bet on the outcome on mueller report! shame !	HOF	HATE	TIN
hasoc_en_5378	the curse of imran . the incompetence and total ineptness fully proved. this govt must be booted out before we become another syria or iraq! imrangoldsmith ptigovernment imranhataomulkbachao electedvsselected pakistan pmln	HOF	HATE	TIN
hasoc_en_5379	next time you know what to do. shameonicc iccworldcup2019 iccwc2019 icc crow indvnz rainstopsmatch worldcup19	HOF	HATE	TIN
hasoc_en_5380	the liar in chief just cant stop lying. fucktrump impeach45 impeachtrump	HOF	PRFN	TIN
hasoc_en_5381	that stupid ass haircut alone says it all ... once a douchebag always a douchebag . trump2020landslide	HOF	HATE	TIN
hasoc_en_5382	dear ,imagine a middle class guy plans to watch a world cup match. he spends all his savings in this trip. he travels all the way to england 23 days before the match. on match day he comes to know that the match has been abandoned. how would he feel? shameonicc	HOF	HATE	TIN
hasoc_en_5383	eastturkistan world wide demonstration for beijing olympic. japan uyghur freeuyghur boycottchina ウイグル rt	HOF	HATE	TIN
hasoc_en_5384	kerala government with rapist women are not safe in communist kerala!	HOF	HATE	UNT
hasoc_en_5385	birthday party for one. the25thamendment donaldtrump trump impeachtrump impeach fucktrump mueller gop putin fuckdonaldtrump presidenttrump makeamericagreatagain maga notmypresident mcgahn donmcgahn johnmccainday jackiekennedy johnmccain mccain	HOF	PRFN	TIN
hasoc_en_5386	i cannot stop thinking about this! fucktrump on johnmccainday	HOF	PRFN	TIN
hasoc_en_5387	past visits by johnson to ireland dont exactly inspire confidence. borisjohnsonshouldnotbepm	HOF	HATE	TIN
hasoc_en_5388	in solidarity with the movement. will the centre do something about it? does the state care about its life savers? savethedoctors doctorsfightback	HOF	HATE	UNT
hasoc_en_5389	this is my message birthday message to that dumb ass trump lol. mood fucktrump villageidiot byefelicia word	HOF	PRFN	TIN
hasoc_en_5390	dhonikeepstheglove ???? but why? will the symbol affect his performance on bit? hell no! he will remain the same lowerorder batsman who will continue to bore us to death with his ultraslow batting. utterly silly outrage by bhakts.	HOF	HATE	UNT
hasoc_en_5391	teamindia geared up is okay. whats on the glove? are armed forces not allowed to play cricket with their desired logos? dhonikeepstheglove or icc allows only islamic symbols does pakistan say islam green and star is commercial logo? will take that up?	HOF	HATE	TIN
hasoc_en_5392	what next ji ? dont put the flag on the blue jersey !!!??because if the badge stirred the board or neighbours the flag will kill them ! i stand with dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5393	cwc19 shameonicc fantastic planning in creating fixtures for england matches. look at the weather predictions for indvspak and engvsafg. same venue but different days with different weather to be expected.icc just directly hand over the trophy to england dan playin like this	HOF	HATE	TIN
hasoc_en_5394	tmcmla abu taher khan threatens protesting medical students with rape and murder on camera. , if youre done licking buttholes you can start doing your jobs doctorsstrike doctorsfightback doctorsunderoppression	HOF	HATE	TIN
hasoc_en_5395	and another.... welcome to the puppet show my friends maga fucktrump	HOF	PRFN	TIN
hasoc_en_5396	does this mean that trump thinks of himself as john f kennedy? kennedy calls on all of us to bear the burden of a long twilight struggle ... against the common enemies of man tyranny, poverty, disease, and war itself... trump makes a mockery of our country. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5397	trump thinks he can use a jedi mind trick on all of us....hahahahahaha idiottrump	HOF	HATE	TIN
hasoc_en_5398	wow. you lie so blatantly. its as if you know the elections are rigged in your favor. corruptgop trumprussia trumpisatraitor johnmccainday	HOF	HATE	TIN
hasoc_en_5399	cheetotwatwaffle ends gmo regulations. fucktrump fuckyoutrump shock as trump signs executive order that will end most regulations and oversight on genetically engineered food	HOF	PRFN	TIN
hasoc_en_5400	go back under the rock you just crawled out from. murderer	HOF	HATE	TIN
hasoc_en_5401	piccanninies love of words by borisjohnsonshouldnotbepm	HOF	HATE	TIN
hasoc_en_5402	how bout seeing if you can convince your cowardly democratic colleagues to do their damn jobs?! impeachmentnow trumpisatraitor	HOF	HATE	TIN
hasoc_en_5403	shameonicc is there any chance of a game today or have you scheduled the games for a rain??	HOF	HATE	TIN
hasoc_en_5404	ahhh did trumps feelings get hurt? too bad its johnmccainday johnmccaindayjune14 and trump is derangeddonald trumpisatraitor trumpsaninternationaldisgrace sarahsanderslied ditchmitch trumpmustresign lawlesspresident johnmccainday fridaythoughts	HOF	HATE	TIN
hasoc_en_5405	wc 2019 trophy replaced officially. shameonicc	HOF	HATE	TIN
hasoc_en_5406	if sex is his priority then who can help him? asksaipallavi ramcharan biggbossmarathi2 sanayairani pailwaanboxingposter indvsaus dhonikeepstheglove ausvind ntr modigetsmallya indvaus indiawithdhoni bharat	NOT	NONE	NONE
hasoc_en_5407	donald continues to campaign against hillary clinton despite been told on numerous occasions that the 2016 election is over and secretary clinton does not currently hold any public office. trumprussia hillarywarnedus trumpisatraitor voteblue2020	HOF	HATE	TIN
hasoc_en_5408	we have zero interest in playing god, so please dont treat us either as a god or as a dog! if you deserve respect, so do we, nothing more and nothing less... doctorsfightback savethedoctors	HOF	HATE	UNT
hasoc_en_5409	you just need to make sure you get at least 32 other mps on board! its a simple choice imo stability chaos im not a tory but i know which id prefer. borisjohnsonshouldnotbepm rorystewart	HOF	HATE	TIN
hasoc_en_5410	i wonder if his cultfollowers are going to watch it since its not on their only news station, fox. trumpisatraitor trumprussia trumpsaninternationaldisgrace	HOF	HATE	TIN
hasoc_en_5411	i think former president nixon said the same thing impeachtrumpnow resist fucktrump	HOF	PRFN	TIN
hasoc_en_5412	right! then, were talking about trumpwhales instead of trumpsworsethannixon trumpmustresign trumprussia trumpisatraitor trumpcorruption trumpcriminalinvestigation traitortrump and more...	HOF	HATE	TIN
hasoc_en_5413	will become more infamous than bendict arnold. mark my words. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5414	funny how you say no collusion for 2 years now, but first chance you get, if offered info from foreign government, you collude. most disgusting, unamerican excuse for a president. lockhimup, trumpisatraitor	HOF	HATE	TIN
hasoc_en_5415	respected medical council of india please add life saving self defence techniques like kung fu , karates, boxing etc also to the mbbs curriculum now on cause while saving the patient the doctor needs to save themselves too savethesaviour doctorsfightback	HOF	HATE	UNT
hasoc_en_5416	mamatalosingcontrol istandwithnrs doctorsfightback savethedoctors doctors_against_assualt goa medical college protests.	HOF	HATE	UNT
hasoc_en_5417	no law at all in theunitedstatesofdeadwood fucktrump firingsquad	HOF	PRFN	TIN
hasoc_en_5418	well he was a bit late but hes turned up c4debate c4debate borisjohnsonshouldnotbepm wheresboris	HOF	HATE	TIN
hasoc_en_5419	i am simply pointing out that writing something in an article doesnt necessarily mean someone said it. moreover, so what. hes right. if young people voted they could change the world. douchebag	HOF	HATE	TIN
hasoc_en_5420	finally! fucktrump bebest orangefoolius noballsgop	HOF	PRFN	TIN
hasoc_en_5421	doctorsfightback. i am sorry about the present state of bangal. it was indias capital for literature, politics, religious activity etc. i feel people of bengal are suffering for their own mistake of electing such people as their rulers.	HOF	HATE	UNT
hasoc_en_5422	will not watch. didnt watch. boycottfoxnews trumplieseverytimehespeaks trumpresignnow trumpisadisgrace trumpisatraitor trumpisnotexonerated trumpisnotabovethelaw	HOF	HATE	TIN
hasoc_en_5423	what fool this idiottrump is	HOF	HATE	TIN
hasoc_en_5424	cuomo trump is arguably endorsing illegal behavior resist resisttrump fucktrump	HOF	HATE	TIN
hasoc_en_5425	500 doctors have already resigned in bengal. nrs 100 sskm 175 national medical college 20 rg kar 126 north bengal college 119 murshidabad 50 rampurhat 37 burdwan 26 doctorsfightback savethedoctors	HOF	HATE	UNT
hasoc_en_5426	if it helps, theyll take it. if they have to pay for it, they wont. in other words trumpisatraitor	HOF	HATE	TIN
hasoc_en_5427	even sarahhuckabeesanders is tired of trumplies as trumpliesmatter trumpisatraitor amp is donthecon johnmccainday trumpresignnow trumpcrimefamily leaving mitch mcconnell, too, welcomes russian interference	HOF	HATE	TIN
hasoc_en_5428	we indians expected severe punishment for rapist, shld review life imprisonment, kathuarapecase unano pollachi , protect woman	HOF	HATE	UNT
hasoc_en_5429	i already work two jobs and barely get to see my husband who also works multiple jobs we miss out on spending time with our daughter all because of inflation and trying to make ends meet! fucktrump fucktariffs imissobama	HOF	PRFN	TIN
hasoc_en_5430	blocked that monster right away. totally pissed that reddit asked him to do an ama ojsimpson murderer	HOF	HATE	TIN
hasoc_en_5431	was known for his quick cuts and slashing running style when with and before that at where he won the heisman now hes just known as a murderer lakers pelicans	HOF	HATE	TIN
hasoc_en_5432	but they didnt deceive us!? most of us knew it was a shit bill but we truly have no say! this life is just a simulation and its sad. but... imma live my best life and do dope shit regardless. ill figure it out! oh btw... fucktrump	HOF	PRFN	TIN
hasoc_en_5433	spread the ashes from the urn so that would cup can be played on ground not in a swimming pool shameonicc	HOF	HATE	TIN
hasoc_en_5434	i tested my theory regarding mueller report. you can seriously pick any page and its obstruction everywhere. which is why republicans always say no collusion but never no obstruction. truth is scary. gop trump trumpisatraitor	HOF	HATE	TIN
hasoc_en_5435	do we know which of the leadership candidates hammond supports? borisjohnsonshouldnotbepm	HOF	HATE	TIN
hasoc_en_5436	its jst horrible how icc hv planed the matches its world cup not county or local leagues v wait for 4 yrs to watch rain in england shameonicc	HOF	HATE	TIN
hasoc_en_5437	but can he stop the rain? shameonicc	HOF	HATE	TIN
hasoc_en_5438	we would be imprisoned in a heartbeat for this bullshit. fucktrump	HOF	PRFN	TIN
hasoc_en_5439	rules amp gloves 2 of 2 ..or may be a dance ritual by some team for their god? till these are made clear people will keep thinking rules are partisan icc dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5440	anyone who share or listen to leaks of madamex please unfollow and block me cuz i dont never ever wanna see the face of a rapist rapist	HOF	HATE	TIN
hasoc_en_5441	good job dems. cant get anything done with kingdipshit and the repugs anyway. they wont vote on anything. screwmitch fucktrump	HOF	PRFN	TIN
hasoc_en_5442	so glad to see trumpisatraitor trending. is america waking up?? happy johnmcainday everyone! impeachtrumpnow	HOF	HATE	TIN
hasoc_en_5443	shameonicc probably this situation coming fans be ready to carry	HOF	HATE	TIN
hasoc_en_5444	your anger is justified amp completely understandable. the misogyny if not outright hatred for women is infuriating as it is terrifying. to give a rapist any right to anything let alone a forcedbirth offspring is cruel amp unusual punishment for the victim.	HOF	HATE	UNT
hasoc_en_5445	savedoctors i didnt give up on serving patients, but i still fear an attack savebengal doctorsfightback	HOF	HATE	UNT
hasoc_en_5446	they heal, operate, diagnose we consider them a part of the second god cosmos this is so appalling, shameful and gross we need to bring this violence to a close savebengal doctorsfightback standwithdoctors	HOF	HATE	UNT
hasoc_en_5447	doctorsfightback why should the nation suffer from mentally deranged psychotic leaders?? have we as a nation failed to generate visionary leaders?	HOF	HATE	UNT
hasoc_en_5448	boom like your fake attack on the japanese ship you incompetent tv watching old nasty liar? only way to get you up? wheres eric prince? wagthedog trumpsconcentrationcamps trumpisatraitor noiranwar impeachment	HOF	HATE	TIN
hasoc_en_5449	i know demagoguery is a big word for you, but cranston was talking about you!! criminal traitor liar douchebag	HOF	HATE	TIN
hasoc_en_5450	his highness a fugitive like mohammed mansoor ali khan who has cheated 200,000 poor muslim families worth of 250,000,000 amount amp he is in dubai now need your intervention imafraud they have broken financial backbone of muslim need your support his highness	HOF	HATE	TIN
hasoc_en_5451	treason in the wh. republicans in senate all complicit fucktrump	HOF	PRFN	TIN
hasoc_en_5452	seriously? we have laws to protect animals better than this! resist doyourjobmitch ditchmitch resisttrump ditchmitch2020 theresistance voteblue2020 fucktrump in nearly 100degree heat, migrants still packed outside in camp at international bridge	HOF	PRFN	TIN
hasoc_en_5453	doctorsfightback infrastructure, gdp is a long term issue, right now the problem is safety of doctors pradeep bhandari, founder jan ki baat	HOF	HATE	UNT
hasoc_en_5454	shameonicc cricket fans express frustration as record number of worldcup2019 games get abandoned due to raincife cwc19 rainstopsmatch icccricketworldcup2019	HOF	HATE	TIN
hasoc_en_5455	govt school adopted by ima appointed unqualified teachers based on their imafraud ponzischeme investments	HOF	HATE	TIN
hasoc_en_5456	i miss having a president like who was smart, well spoken, educated, understood how governments work amp doesnt collude with foreign countries to win an election. trumpisatraitor trumpisanationalsecuritythreat trumpsaninternationaldisgrace	HOF	HATE	TIN
hasoc_en_5457	shameonicc teamindia viratkohli backtheblackcaps saved my 1.5 gb data to watch indvsnz match and finally found this.. cwc19 kanewilliamson indvpak iccworldcup2019 iccworldcup	HOF	HATE	TIN
hasoc_en_5458	snuggle in with your favorite homicidal maniac! this week, jess covers the brutal acts of serial killer, israel keyes. marci gets ragey as the details of his crimes unfold as well as the fatal mistakes that lead to his arrest. truecrime murderer serialkiller podcast comedy	HOF	HATE	TIN
hasoc_en_5459	nope. not the only one. even when just listening on npr, when they play a quote, i am immediately shutting it down. fucktrump	HOF	PRFN	TIN
hasoc_en_5460	icc need to focus on managment of world cup instead of dhonis gloves. worstworldcupever shameonicc	HOF	HATE	TIN
hasoc_en_5461	the american people demand that the treasonous fake potus vacates our white house immediately! trumpisanationalsecuritythreat trumpisadomesticterrorist trumpisacriminal trumpisatraitor trumpisafraud impeachdonaldtrumpnow votebluetosaveamerica	HOF	HATE	TIN
hasoc_en_5462	may this be your last birthday as a free man. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5463	lol...that will never happen...resist voteblue impeachthemf trumpisaloser fucktrump	HOF	PRFN	TIN
hasoc_en_5464	oh just dandy, yeah right!! another repug to represent my state. another trump lover! thank you, said no one ever! trumpisatraitor	HOF	HATE	TIN
hasoc_en_5465	dhoni is associated with army logo wholeheartedly and this video is the proof of the same. so dear icc, just back off. dhonikeeptheglove dhonikeepstheglove dhonikesaathdesh dhoni dhonigloves dhonikeepbalidaanbadgeglove dhoniatcwc19 dhoniinsigniarow dhonikesathdesh	HOF	HATE	TIN
hasoc_en_5466	army general says the military have nothing to do with dhonis gloves controversy and that the icc, and only the icc, has the right to take any decision on it, but moronic hypernationalists would tell you that the icc is wrong. dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5467	after i tell you to rot in hell, ill go back to pretending youre there already. murderer abuser	HOF	HATE	TIN
hasoc_en_5468	no protests or so were held for dr. kafeel, payal and incidences of violence on doctors a lot by bjp. . ima and all upper middle class, upper caste doctors now get outraged bcuz now its mamta benerjee to target doctorsprotest doctorsfightback savethedoctors	HOF	HATE	TIN
hasoc_en_5469	religious practices on the cricket ground is absolutely fine but how dare you wear the honour badge lt.col. dhoni! how dare you? hypocrisy is in trend these days. isnt it? anyway keepthegolves dhoni,we loved them.your country amp stands with you. dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5470	selectedpm imran niazi writes third letter to indias pm modi modikayaar imrankhan imranhataomulkbachao tabdeeli	HOF	HATE	TIN
hasoc_en_5471	shameonicc wht if the final gets abandoned due to rain. wht u gonna do? split the trophy? or a super over match?? or simply give the trophy to england? worst arrangement ever.	HOF	HATE	TIN
hasoc_en_5472	literally everything you said is total bullshit. poor thing. trumpisatraitor andhissupportersaretoodumbtoseeit	HOF	HATE	TIN
hasoc_en_5473	was just copying his format you rapist.	HOF	HATE	TIN
hasoc_en_5474	isnt this the same guy who was pissing himself in jail and losing his mind. once again lying to prove false innocence murderer	HOF	HATE	TIN
hasoc_en_5475	dear , are you 35 yet? america needs you in the white house. sincerely, the united states of america. please and thank you fucktrump aoc	HOF	PRFN	TIN
hasoc_en_5476	pic 1 icc chiefs pic 2 watching mausam aaj tak shameonicc	HOF	HATE	TIN
hasoc_en_5477	senior cabinet ministers were reported to have hatched plans to force other candidates to withdraw from the race borisjohnsonshouldnotbepm march4change stopbrexit fbpe sodem	HOF	HATE	TIN
hasoc_en_5478	shameonicc hello you should take some cricket planning and coaching lessons from instead of wasting your time on dhonis gloves ull cud hv done some productive execution for the iccworldcup2019 matches	HOF	HATE	TIN
hasoc_en_5479	there is no doubt that the russians would be thrilled to see boris johnson succeed. they would have disrupters in both the white house and number 10. toryleadershipcandidates trump borisjohnsonshouldnotbepm	HOF	HATE	TIN
hasoc_en_5480	dhoni sir never do any thing wrong so dear icc plz dont ask him to remove that gloves dhonikeepstheglove	HOF	HATE	TIN
hasoc_en_5481	woohoo!! hope this is real! doyourjobmitch resist fucktrump trumpsworsethannixon resisttrump traitortrump theresistance ditchmitch news live mueller to give obstruction testimony very soon as president makes rambling campaign speech ...	HOF	PRFN	TIN
hasoc_en_5482	at this point, we have to wonder if trump has told more lies or committed more crimes . trumpisatraitor	HOF	HATE	TIN
hasoc_en_5483	won in 2016 only because of the help from russians and he is very willing for them to help him again. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5484	another day volunteering at the venice medical school. everyone keeps asking me if they can fuck the leeches. buddy, they wont even let me fuck them	HOF	PRFN	TIN
hasoc_en_5485	congress abusive language towards pm modi in parliament is unacceptable.. punish the mpngandinaaliabuse	HOF	OFFN	TIN
hasoc_en_5486	bill, what would you have said if trump would have had the us military level one of irans bases? you are a fraud.	HOF	OFFN	TIN
hasoc_en_5487	and oppon using parliament to abuse pm. kick them out for rest of the time gandinaaliabuse	HOF	OFFN	TIN
hasoc_en_5488	gandinaaliabuse shout, shout, shout! whats the use? cant make head nor tail of the socalled debate. waris is a twit. but arnab joining in his screaming match? when the republic has to shout, its a sure sign of anarchy round the bend. get ready folks.	HOF	OFFN	TIN
hasoc_en_5489	fuck sake. mums got a sore throat and she came to me and goes the doctor says i have an inflamed vulva i think you mean uvula mum pic.twitter.comgluv1gjrc0	HOF	PRFN	TIN
hasoc_en_5490	but the free, independent and brave media of pakistan has pretended that nothing happened...so much for pakistans dictated democracy and so much pakistani muzzled media	HOF	HATE	TIN
hasoc_en_5491	last time muslim representaves were present in doing something. they created pakistan. ncc gandinaaliabuse	HOF	HATE	TIN
hasoc_en_5492	you stupid bitch, nyou filthy slut! nill teach you to nfuck with me! pic.twitter.comql64b8udm5	HOF	PRFN	TIN
hasoc_en_5493	adult sharing video oral sex articles cat fuck gay video oral sex oral doctor usa video xxx dating uniform fucked daddy real online sex fuck bisexual oral translate india sex video pic.twitter.commf0rusluwe	HOF	PRFN	TIN
hasoc_en_5494	dating virgin teeny pussy fuck hot indian sex scenes japanese school doctor sex video fuck it girls version pic.twitter.comzobxi75kfe	HOF	PRFN	TIN
hasoc_en_5495	gandinaaliabuse... those who are unhappy with modiji, call him names should be asked to leave the country...waris pathan should be the first to leave along with owaisi they wont find a place to live in this world as everyone will reject hypocrats like them.	HOF	HATE	TIN
hasoc_en_5496	in conclusion, if you are going to try and ruin our games at least know what the fuck you are talking about in the first place brainlets. pic.twitter.com6qbsjkwtw8	HOF	PRFN	TIN
hasoc_en_5497	breaking huge blast in rawalpindi, pakistan at the citys military hospital where pakistan army was protecting jihadi terrorist masoodazhar as a patient. azhar was involved in the pulwamaattack on india.	HOF	HATE	TIN
hasoc_en_5498	cmon sarah, one more lie from you before you go.nnour president is a documented serial liar. im inclined to believe ms. carol and not trust a word hes saying. nnthis	HOF	OFFN	TIN
hasoc_en_5499	waris appears on tv with an ak47 in the background, he is trying to appear as some jihadi warrior. gandinaaliabuse	HOF	HATE	TIN
hasoc_en_5500	back a man with no morals, no clue and could not give a fuck about anyone. sounds a stupid idea. pic.twitter.comd8lbfywp0e	HOF	PRFN	TIN
hasoc_en_5501	gandinaaliabuse i dont see any wrong in comparing narendra modi with swami vivekananda, only congis praise fools like who is good for nothing	NOT	NONE	NONE
hasoc_en_5502	is having a fucking laugh? his plans to cut taxes from the rich are to come out of a proposed raise to employee national insurance? why the fuck do i have to pay more so that people richer than me can have even more money they dont fucking need? tory pic.twitter.compvr1enzdwi	HOF	PRFN	TIN
hasoc_en_5503	you fool bamla, if you dont know a language then speak in that language that you are fluent in. gandinaaliabuse	HOF	OFFN	TIN
hasoc_en_5504	abuse cant obstruct the rise of india under the leadership of narendradamodardasmodi ji. looters of our country mustnt take the advantages of democracy. gandinaaliabuse	HOF	OFFN	UNT
hasoc_en_5505	its shame for congress ! these type of idiots should not be in politics , there should be some moral values in people who is so called leaderneta . gandinaaliabuse . arnab plz dont allow these people who doesnt have respect for pm president on national tv	HOF	OFFN	TIN
hasoc_en_5506	gandinaaliabuse how can a pm of a country be abused like this.?gande keede hi gande nale ki baat karenge	HOF	OFFN	TIN
hasoc_en_5507	why do you call gandi naali fellows to the debate? gandinaaliabuse	HOF	OFFN	UNT
hasoc_en_5508	what the fucking fuck? borisjohnson	HOF	PRFN	TIN
hasoc_en_5509	gandinaaliabuse vikaas has gone to the dogs now. we will object if law is not followed waris pathan mla, aimim advocaten	HOF	OFFN	UNT
hasoc_en_5510	youre making me late for work. he scoffed, getting up from bed and entering his closet.nnits a sunday.nnim a doctor and people live and die everyday. im at work 247. he spoke. besides, what the fuck did you think we were goung to do this morning, cuddle or some shit?	HOF	PRFN	TIN
hasoc_en_5511	this pathans n srivastavs will never learn their lesson but what right they hv to abuse the president n the democratically elected pm... shame shame shame ngandinaaliabuse	HOF	OFFN	TIN
hasoc_en_5512	jesus suffering fuck! hunt or johnson. hands up everyone who is now up for a shit load of chaos with ed miliband? chaoswithedmiliband toryleadershipcontest brexitshambles borisjohnson pic.twitter.com6a43s8lbke	HOF	OFFN	TIN
hasoc_en_5513	fuck u 10th doctor fuck you pic.twitter.comho9sxdzk2w	HOF	PRFN	TIN
hasoc_en_5514	really,nall are your businesses?nnthats why you people dont follow rules becomes terrorist?	HOF	OFFN	TIN
hasoc_en_5515	adult sharing video oral sex articles cat fuck gay video oral sex oral doctor usa video xxx dating uniform fucked daddy real online sex fuck bisexual oral translate india sex video pic.twitter.comeaicgrk1ql	HOF	PRFN	TIN
hasoc_en_5516	doctor do you smoke or drink?nnlad only on nights out if my friends got smokes and a lighter too ahanndoctor haha yes lad, fuck buying them bro ill say nothing so	HOF	PRFN	TIN
hasoc_en_5517	now trump has to look for an even more evil guy to replace him. draining the swamp ...	HOF	OFFN	TIN
